Open,Close
34.919998,35.119999
35,34.830002
34.619999,34.389999
34.150002,34.459999
34.290001,33.709999
33.610001,33.900002
33.66,34
33.59,33.849998
34.009998,34.09
33.709999,34.599998
34.470001,35.540001
35.75,36.419998
36.43,37.32
36.98,36.419998
36.91,37.799999
37.790001,37.459999
37.52,37.599998
37.650002,36.889999
36.709999,37.310001
36.810001,36.93
36.84,36.689999
36.84,37.18
36.639999,37.279999
37.419998,37.200001
36.959999,37.139999
37.57,36.419998
36.369999,36.25
36.130001,35.849998
35.77,35.419998
35.419998,35.27
35.049999,36.57
36.93,37.580002
37.540001,38.189999
38.16,38.610001
38.490002,38.779999
38.790001,38.459999
38.540001,37.369999
37.599998,37.09
36.970001,36.73
36.66,36.919998
36.799999,37.810001
37.529999,38.240002
38.450001,37.509998
37.560001,37.740002
37.650002,37.490002
37.639999,37.34
37.25,37.669998
37.700001,37.169998
37.200001,37.169998
37.43,37.560001
37.439999,38.5
38.049999,38.16
38.25,38.360001
38.5,39.060001
38.82,38.490002
38.57,38.970001
39.119999,39.32
39.57,40.209999
40.220001,40.150002
40.259998,40.779999
39.959999,41.119999
41.220001,40.709999
40.75,40.57
40.77,41.599998
41.310001,41.310001
41.27,41.77
41.959999,42.549999
42.650002,43.619999
43.419998,43.200001
42.970001,43.09
42.869999,41.439999
41.669998,42.450001
42.139999,42.240002
42.369999,42.32
42.509998,42.389999
43,44.200001
44.610001,45.139999
45.139999,44.32
44.75,44.240002
44.950001,45.84
45.830002,45.23
45.049999,46.049999
45.740002,45.549999
45.68,43.990002
44.310001,44.68
44.950001,44.59
44.5,44.91
45.009998,43.490002
43.34,44.240002
44.209999,45.009998
44.790001,44.540001
44.09,45.349998
45.720001,46.029999
46.060001,46.209999
46.029999,47.169998
47.119999,46.259998
46.189999,46.540001
46.459999,46.759998
46.119999,46.59
46.25,45.439999
45.889999,45.389999
44.889999,43.880001
44.07,44.549999
44.27,42.689999
42.880001,43.360001
43.419998,43.630001
43.490002,43.040001
43.220001,43.5
43.720001,44
44.330002,43.919998
43.310001,43.59
43.91,42.77
42.419998,43.150002
42.98,43.209999
43.400002,43.009998
42.970001,43.540001
43.560001,43.040001
42.650002,41.060001
41.66,42.619999
42.07,41.889999
42.150002,42.630001
43.099998,43.380001
43.560001,43.130001
42.529999,41.34
41.400002,41.610001
41.580002,42.209999
41.880001,42.23
42.450001,42.720001
42.900002,43.68
44,43.32
43.360001,43.91
43.939999,43.779999
43.93,45.049999
44.950001,44.619999
44.540001,43.810001
43.970001,43.959999
43.959999,44.32
44.490002,44.52
44.299999,44.970001
44.919998,44.310001
44.279999,43.639999
43.41,44.240002
45.009998,44.790001
44.720001,45.060001
45.080002,44.700001
44.84,45.48
45.139999,45.25
45.110001,45.32
45.049999,44.709999
44.419998,44.880001
44.700001,44.57
44.860001,45.060001
44.900002,44.709999
44.709999,45.040001
45.119999,44.93
44.849998,44.580002
44.599998,43.209999
42.939999,43
43.009998,43.369999
43.290001,42.970001
42.82,42.310001
42.400002,42.919998
43.009998,43.43
43.43,43.450001
43.02,42.630001
42.529999,42.560001
42.32,42.619999
42.759998,42.610001
43,42.59
42.599998,43.130001
43.029999,43.509998
43.529999,43.889999
43.880001,44.43
44.580002,44.779999
44.810001,44.950001
44.84,44.700001
44.709999,44.889999
45.32,45.82
